CIP13;Designation;Product;ATC2_code;ATC2;ATC3_code;ATC3;ATC5_code;ATC5
3400949000098;Coveram 5mg/5mg cpr (aip) (mwi) (pl) 90;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949000128;Coveram 10mg/10mg cpr (aip)(mwi)(pl) 30;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949000135;Coveram 10mg/10mg cpr (aip)(mwi)(pl) 90;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949000159;Coveram 5mg/10mg cpr (aip)(mwi) (pl) 90;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949000166;Coveram 5mg/10mg cpr (aip)(mwi) (pl) 30;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949000173;Actonel 35mg cpr (aip) (pla it) 4;Actonel;M05;Medicaments pour le traitement des desordres osseux;M05B3;Diphosphonates pour l'osteoporose et les troubles associes;M05BA07;Risedronique acide
3400949000197;Permixon 160mg gelule (aip) 1 60;Permixon;G04;Medicaments urologiques;G04C9;Autres medicaments contre l'hbp;G04CX02;Serenoa repens
3400949000203;Actonel 75mg cpr (aip) (pla it) 2;Actonel;M05;Medicaments pour le traitement des desordres osseux;M05B3;Diphosphonates pour l'osteoporose et les troubles associes;M05BA07;Risedronique acide
3400949000210;Caduet 5 mg/10 mg cpr (aip) (pla cz) 30;Caduet;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10BX03;Atorvastatine et amlodipine
3400949000241;Diamicron lm 60mg cpr (aip) (mwihu) 90;Diamicron lm;A10;Medicaments du diabete;A10H;Antidiabetiques sulfamides;A10BB09;Gliclazide
3400949000265;Xatral lp 10mg cpr (aip) (ppl) 30;Xatral lp;G04;Medicaments urologiques;G04C2;Antagonistes alpha-adrenergiques contre l'hbp non associes;G04CA01;Alfuzosine
3400949000289;Granocyte 34 mui  inj ser (aip)(mwi) 1;Granocyte;L03;Immunostimulants;L03A1;Facteurs de croissance;L03AA10;Lenograstim
3400949000333;Singulair 5mg cpr (aip) (mwi) 28;Singulair;R03;Medicaments pour les syndromes obstructifs des voies aeriennes;R03J2;Antiasthmatiques antagonistes des leucotrienes, systemiques;R03DC03;Montelukast
3400949000340;Singulair 10mg cpr (aip) (mwi) 28;Singulair;R03;Medicaments pour les syndromes obstructifs des voies aeriennes;R03J2;Antiasthmatiques antagonistes des leucotrienes, systemiques;R03DC03;Montelukast
3400949000371;Neurontin 600mg cpr (aip) bbf 90;Neurontin;N03;Antiepileptiques;N03A;Antiepileptique;N03AX12;Gabapentine
3400949000401;Femara 2,5 mg cpr (aip)(bba) 30;Femara;L02;Therapeutique endocrine;L02B3;Inhibiteurs de l'aromatase cytostatiques;L02BG04;Letrozole
3400949000418;Diamicron lm 60mg cpr (aip) (plahu) 90;Diamicron lm;A10;Medicaments du diabete;A10H;Antidiabetiques sulfamides;A10BB09;Gliclazide
3400949000425;Qvar autohaler 100microg (aip) (mwi) 1;Qvar autohaler;R03;Medicaments pour les syndromes obstructifs des voies aeriennes;R03D1;Corticoides, a inhaler;R03BA01;Beclometasone
3400949000432;Permixon 160mg gelule (aip pla lt) 60;Permixon;G04;Medicaments urologiques;G04C9;Autres medicaments contre l'hbp;G04CX02;Serenoa repens
3400949000456;Diamicron lm 60mg cpr (aip bb farma) 30;Diamicron lm;A10;Medicaments du diabete;A10H;Antidiabetiques sulfamides;A10BB09;Gliclazide
3400949000463;Diamicron lm 60mg cpr (aip bb farma) 90;Diamicron lm;A10;Medicaments du diabete;A10H;Antidiabetiques sulfamides;A10BB09;Gliclazide
3400949000470;Granocyte 34 mui pdr sol inj (aip) 1;Granocyte;L03;Immunostimulants;L03A1;Facteurs de croissance;L03AA10;Lenograstim
3400949000494;Eupantol 20mg cpr (aip) (mwi no) 28;Eupantol;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC02;Pantoprazole
3400949000500;Eupantol 40mg cpr (aip) (mwi no) 28;Eupantol;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC02;Pantoprazole
3400949000517;Inexium 20mg cpr (aip) (mwi be) 28;Inexium;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC05;Esomeprazole
3400949000524;Monuril 3g granules sachet (aip) mwi 1;Monuril;J01;Antibacteriens a usage systemique;G04A1;Antibiotiques urinaires;J01XX01;Fosfomycine
3400949000531;Voltarene lp 75mg cpr (aip) (mwies) 30;Voltarene lp;M01;Antiinflammatoires et antirhumatismaux;M01A1;Antirhumatismaux non steroidiens non associes;M01AB05;Diclofenac
3400949000548;Tadenan 50 mg 1 boite de 60, capsules molles;Tadenan;G04;Medicaments urologiques;G04C9;Autres medicaments contre l'hbp;G04CX01;Pygeum africanum
3400949000579;Permixon 160 mg gelule (aip mwi bg) 180;Permixon;G04;Medicaments urologiques;G04C9;Autres medicaments contre l'hbp;G04CX02;Serenoa repens
3400949000586;Permixon 160 mg gelule (aip mwi bg) 60;Permixon;G04;Medicaments urologiques;G04C9;Autres medicaments contre l'hbp;G04CX02;Serenoa repens
3400949000593;Sebiprox 1,5% shampooing (aip med) 1;Sebiprox;D01;Antifongiques a usage dermatologique;D01A3;Antifongiques topiques pour le cuir chevelu;D01AE14;Ciclopirox
3400949000654;Seroplex 10 mg cpr (aip mediwin) 28;Seroplex;N06;Psychoanaleptiques;N06A4;Antidepresseurs inhibiteurs selectifs de la recapture de serotonine (ssri);N06AB10;Escitalopram
3400949000661;Gutron 2,5mg cpr (aip)(bba) 30;Gutron;C01;Medicaments en cardiologie;C01C1;Stimulants cardiaques, medicaments dopaminergiques exclus;C01CA17;Midodrine
3400949000678;Gutron 2,5mg cpr (aip)(bba) 90;Gutron;C01;Medicaments en cardiologie;C01C1;Stimulants cardiaques, medicaments dopaminergiques exclus;C01CA17;Midodrine
3400949000708;Caduet 10 mg/10 mg cpr (aip)(bba) 30;Caduet;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10BX03;Atorvastatine et amlodipine
3400949000715;Caduet 10 mg/10 mg cpr (aip)(bba) 90;Caduet;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10BX03;Atorvastatine et amlodipine
3400949000722;Caduet 5 mg/10 mg cpr (aip) (bba) 90;Caduet;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10BX03;Atorvastatine et amlodipine
3400949000739;Caduet 5 mg/10 mg cpr (aip) (bba) 30;Caduet;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10BX03;Atorvastatine et amlodipine
3400949000746;Granocyte 34 mui pdr inj ser (aip p) 1;Granocyte;L03;Immunostimulants;L03A1;Facteurs de croissance;L03AA10;Lenograstim
3400949000753;Lariam 250 mg cpr (aip) 8;Lariam;P01;Antiprotozoaires;P01D1;Antipaludeens, une seule substance active;P01BC02;Mefloquine
3400949000760;Tahor 10 mg cpr (aip) (mwi it) 90;Tahor;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA05;Atorvastatine
3400949000784;Aromasine 25mg cpr (aip) (med ltd) 30;Aromasine;L02;Therapeutique endocrine;L02B3;Inhibiteurs de l'aromatase cytostatiques;L02BG06;Exemestane
3400949000791;Coveram 5mg/5mg cpr (aip) (pla pl) 90;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949000807;Coveram 10mg/5mg cpr (aip) (pol) 90;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949000814;Coveram 10mg/10mg cpr (aip) (plapl) 90;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949000821;Cordarone 200 mg cpr (aip) (mdw ld) 30;Cordarone;C01;Medicaments en cardiologie;C01B;Antiarythmiques;C01BD01;Amiodarone
3400949000845;Seroplex 10 mg cpr (aip bbaf) 28;Seroplex;N06;Psychoanaleptiques;N06A4;Antidepresseurs inhibiteurs selectifs de la recapture de serotonine (ssri);N06AB10;Escitalopram
3400949000852;Tahor 10 mg cpr (aip) (bba) 90;Tahor;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA05;Atorvastatine
3400949000869;Tahor 20mg cpr (aip) (bba) 90;Tahor;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA05;Atorvastatine
3400949000876;Permixon 160mg gelule (aip pla) 60;Permixon;G04;Medicaments urologiques;G04C9;Autres medicaments contre l'hbp;G04CX02;Serenoa repens
3400949000890;Permixon 160mg gelule (aip bbf srl) 60;Permixon;G04;Medicaments urologiques;G04C9;Autres medicaments contre l'hbp;G04CX02;Serenoa repens
3400949000906;Permixon 160mg gelule (aip bbf srl) 180;Permixon;G04;Medicaments urologiques;G04C9;Autres medicaments contre l'hbp;G04CX02;Serenoa repens
3400949000913;Granocyte 34 mui  inj ser aip bbf 2 1;Granocyte;L03;Immunostimulants;L03A1;Facteurs de croissance;L03AA10;Lenograstim
3400949000937;Femara 2,5mg cpr (aip) (bba cz) 30;Femara;L02;Therapeutique endocrine;L02B3;Inhibiteurs de l'aromatase cytostatiques;L02BG04;Letrozole
3400949000944;Femara 2,5 mg cpr (aip)(bbfarma) 30;Femara;L02;Therapeutique endocrine;L02B3;Inhibiteurs de l'aromatase cytostatiques;L02BG04;Letrozole
3400949000968;Combigan 2mg/5mg/ml coll (aip)(bba) 1;Combigan;S01;Medicaments ophtalmologiques;S01E2;Myotiques et antiglaucomateux a usage topique;S01ED51;Timolol en association
3400949000975;Bipreterax 10mg/2,5mg cpr (aip bb f) 30;Bipreterax;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B1;Associations iec et antihypertenseurs (c2) et,ou diuretiques (c3);C09BA04;Perindopril et diuretiques
3400949000982;Bipreterax 10mg/2,5mg cpr (aip bb f) 90;Bipreterax;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B1;Associations iec et antihypertenseurs (c2) et,ou diuretiques (c3);C09BA04;Perindopril et diuretiques
3400949000999;Bipreterax 10mg/2,5mg cpr (aip mwl) 30;Bipreterax;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B1;Associations iec et antihypertenseurs (c2) et,ou diuretiques (c3);C09BA04;Perindopril et diuretiques
3400949001002;Bipreterax 10mg/2,5mg cpr (aip mwl) 90;Bipreterax;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B1;Associations iec et antihypertenseurs (c2) et,ou diuretiques (c3);C09BA04;Perindopril et diuretiques
3400949001033;Inexium 20 mg cpr (aip1) 28;Inexium;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC05;Esomeprazole
3400949001071;Neoral 100mg capsule (aip) (bba) 60;Neoral;L04;Immunosuppresseurs;L04A;Immunosuppresseur;L04AD01;Ciclosporine
3400949001095;Neoral 100mg capsule (aip) (bbf be) 60;Neoral;L04;Immunosuppresseurs;L04A;Immunosuppresseur;L04AD01;Ciclosporine
3400949001118;Coveram 5mg/10mg cpr (aip)(pla) 30;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949001125;Coveram 5mg/10mg cpr (aip)(pla) 90;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949001132;Tahor 10 mg cpr (aip) (bbf) 90;Tahor;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA05;Atorvastatine
3400949001163;Tahor 20mg cpr aip 28;Tahor;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA05;Atorvastatine
3400949001170;Xeroquel lp 300mg cpr (aip mdl) 30;Xeroquel lp;N05;Psycholeptiques;N05A1;Antipsychotiques atypiques;N05AH04;Quetiapine
3400949001187;Rhinocort 64 microg susp (aip) (mwi) 1;Rhinocort;R01;Preparations nasales;R01A1;Corticoides sans antiinfectieux a usage nasal;R01AD05;Budesonide
3400949001194;Kayexalate 454g pdr oral/rect (aip) 1;Kayexalate;V03;Tous autres medicaments;V03G1;Medicaments contre l'hyperkaliemie;V03AE01;Sulfonate de polystyrene
3400949001224;Xeroquel lp 50mg cpr (aip) (bba) 30;Xeroquel lp;N05;Psycholeptiques;N05A1;Antipsychotiques atypiques;N05AH04;Quetiapine
3400949001231;Permixon 160 mg gelule (aip bba lt) 60;Permixon;G04;Medicaments urologiques;G04C9;Autres medicaments contre l'hbp;G04CX02;Serenoa repens
3400949001248;Permixon 160 mg gelule (aip bba lt) 180;Permixon;G04;Medicaments urologiques;G04C9;Autres medicaments contre l'hbp;G04CX02;Serenoa repens
3400949001255;Xeroquel lp 400mg cpr ( aip bba ) 30;Xeroquel lp;N05;Psycholeptiques;N05A1;Antipsychotiques atypiques;N05AH04;Quetiapine
3400949001293;Clobex 500 microg/g sh (aip bbfarma) 1;Clobex;D07;Corticoides, preparations dermatologiques;D07A;Corticoides a usage topique non associes;D07AD01;Clobetasol
3400949001316;Tahor 40mg cpr (aip) (bba) 90;Tahor;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA05;Atorvastatine
3400949001330;Inipomp 20 mg cpr (aip) (bbf) 28;Inipomp;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC02;Pantoprazole
3400949001361;Triatec 2,5 mg cpr (aip bba) 30;Triatec;C09;Medicaments agissant sur le systeme renine-angiotensine;C09A;Inhibiteurs de l'enzyme de conversion non associes;C09AA05;Ramipril
3400949001378;Permixon 160mg gelule (aip) 60;Permixon;G04;Medicaments urologiques;G04C9;Autres medicaments contre l'hbp;G04CX02;Serenoa repens
3400949001385;Triatec 2,5 mg cpr (aip bba) 90;Triatec;C09;Medicaments agissant sur le systeme renine-angiotensine;C09A;Inhibiteurs de l'enzyme de conversion non associes;C09AA05;Ramipril
3400949001408;Triatec 5 mg cpr (aip bba) 30;Triatec;C09;Medicaments agissant sur le systeme renine-angiotensine;C09A;Inhibiteurs de l'enzyme de conversion non associes;C09AA05;Ramipril
3400949001415;Triatec 5 mg cpr (aip bba) 90;Triatec;C09;Medicaments agissant sur le systeme renine-angiotensine;C09A;Inhibiteurs de l'enzyme de conversion non associes;C09AA05;Ramipril
3400949001453;Ventoline 100mcg susp inh (aip)(mwi) 1;Ventoline;R03;Medicaments pour les syndromes obstructifs des voies aeriennes;R03A4;Beta 2 stimulants inhales d'action breve;R03AC02;Salbutamol
3400949001460;Coveram 10mg/10mg cpr (aip) (pla) 30;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949001477;Coveram 10mg/10mg cpr (aip) (pla) 90;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949001484;Coveram 10mg/5mg cpr (aip) (pla) 30;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949001491;Coveram 10mg/5mg cpr (aip) (pla) 90;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949001507;Coveram 5mg/10mg cpr (aip)(pla) (el) 30;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949001514;Coveram 5mg/10mg cpr (aip)(pla) (el) 30;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949001521;Coveram 5mg/5mg cpr (aip) (pla) 30;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949001538;Coveram 5mg/5mg cpr (aip) (pla) 90;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949001552;Qvar autohaler 100microg (aip) (bbf) 1;Qvar autohaler;R03;Medicaments pour les syndromes obstructifs des voies aeriennes;R03D1;Corticoides, a inhaler;R03BA01;Beclometasone
3400949001583;Inipomp 40 mg cpr (aip) (bbf) 2 28;Inipomp;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC02;Pantoprazole
3400949001620;Imurel 50 mg cpr pellicule (aip bba) 100;Imurel;L04;Immunosuppresseurs;L04A;Immunosuppresseur;L04AX01;Azathioprine
3400949001644;Pariet 10 mg cpr (aip) (bb farma) 28;Pariet;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC04;Rabeprazole
3400949001675;Temerit 5mg cpr (aip) (mdw ld) 30;Temerit;C07;Betabloquants;C07A;Betabloquants non associes;C07AB12;Nebivolol
3400949001682;Temerit 5mg cpr (aip) (mdw ld) 90;Temerit;C07;Betabloquants;C07A;Betabloquants non associes;C07AB12;Nebivolol
3400949001699;Zithromax 250mg cpr(aip) ( bbf) 6;Zithromax;J01;Antibacteriens a usage systemique;J01F;Macrolides et apparentes;J01FA10;Azithromycine
3400949001705;Voltarene lp 75mg cpr (aip) (plaes) 30;Voltarene lp;M01;Antiinflammatoires et antirhumatismaux;M01A1;Antirhumatismaux non steroidiens non associes;M01AB05;Diclofenac
3400949001729;Mono tildiem lp 200mg gelule (uk) 1 28;Mono tildiem lp;C08;Inhibiteurs calciques;C08A;Antagonistes calciques non associes;C08DB01;Diltiazem
3400949001736;Coveram 5mg/5mg cpr (aip) (mwi) (lt) 30;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949001743;Coveram 5mg/5mg cpr (aip) (mwi) (lt) 90;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949001750;Coveram 10mg/5mg cpr (aip)(mwi)(lt) 30;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949001774;Coveram 10mg/10mg cpr(aip)(mwi)(lt)1 30;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949001781;Coveram 10mg/10mg cpr(aip)(mwi)(lt)1 90;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949001798;Coveram 5mg/5mg cpr (aip) (mwi) (el) 30;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949001804;Coveram 5mg/5mg cpr (aip) (mwi) (el) 90;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949001811;Coveram 10mg/5mg cpr (aip)(mwi)(el) 30;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949001828;Coveram 10mg/5mg cpr (aip)(mwi)(el) 90;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949001873;Inipomp 20 mg cpr (aip) (mwi) pl 28;Inipomp;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC02;Pantoprazole
3400949001897;Xatral lp 10mg cpr (gb) 30;Xatral lp;G04;Medicaments urologiques;G04C2;Antagonistes alpha-adrenergiques contre l'hbp non associes;G04CA01;Alfuzosine
3400949001903;Inipomp 40 mg cpr (aip) (mwi) pl 28;Inipomp;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC02;Pantoprazole
3400949001910;Clobex 500 microg/g sh (aip mwies) 1;Clobex;D07;Corticoides, preparations dermatologiques;D07A;Corticoides a usage topique non associes;D07AD01;Clobetasol
3400949001927;Coveram 5mg/10mg cpr (aip)(mwi) (ro) 30;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949001941;Coveram 10mg/10mg cpr(aip)(mwi)(lt)2 30;Coveram;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B3;Associations iec et antagoniste calcique (c8);C09BB04;Perindopril et amlodipine
3400949001958;Arimidex 1mg cpr (uk) 28;Arimidex;L02;Therapeutique endocrine;L02B3;Inhibiteurs de l'aromatase cytostatiques;L02BG03;Anastrozole
3400949001972;Aromasine 25mg cpr (aip) (bbf)1 30;Aromasine;L02;Therapeutique endocrine;L02B3;Inhibiteurs de l'aromatase cytostatiques;L02BG06;Exemestane
3400949001989;Rhinocort 64 mcg susp (aip)(bbfarma) 1;Rhinocort;R01;Preparations nasales;R01A1;Corticoides sans antiinfectieux a usage nasal;R01AD05;Budesonide
3400949002009;Ventoline 100mcg susp inh (aip)(pla) 1;Ventoline;R03;Medicaments pour les syndromes obstructifs des voies aeriennes;R03A4;Beta 2 stimulants inhales d'action breve;R03AC02;Salbutamol
3400949002016;Clobex 500 microg/g sh (aip) (pla) 1;Clobex;D07;Corticoides, preparations dermatologiques;D07A;Corticoides a usage topique non associes;D07AD01;Clobetasol
3400949002023;Xeroquel lp 300mg cpr (aip mediw) 30;Xeroquel lp;N05;Psycholeptiques;N05A1;Antipsychotiques atypiques;N05AH04;Quetiapine
3400949002047;Xeroquel lp 300mg cpr (aip mediw) 60;Xeroquel lp;N05;Psycholeptiques;N05A1;Antipsychotiques atypiques;N05AH04;Quetiapine
3400949002054;Xeroquel lp 400mg cpr (aip mwi at) 30;Xeroquel lp;N05;Psycholeptiques;N05A1;Antipsychotiques atypiques;N05AH04;Quetiapine
3400949002061;Xeroquel lp 400mg cpr (aip mwi at) 60;Xeroquel lp;N05;Psycholeptiques;N05A1;Antipsychotiques atypiques;N05AH04;Quetiapine
3400949002085;Singulair 5mg cpr (aip) (pla) 28;Singulair;R03;Medicaments pour les syndromes obstructifs des voies aeriennes;R03J2;Antiasthmatiques antagonistes des leucotrienes, systemiques;R03DC03;Montelukast
3400949002092;Singulair 10mg cpr (aip) (pla) 28;Singulair;R03;Medicaments pour les syndromes obstructifs des voies aeriennes;R03J2;Antiasthmatiques antagonistes des leucotrienes, systemiques;R03DC03;Montelukast
3400949002122;Xeroquel lp 50mg cpr (aip mediwin) 30;Xeroquel lp;N05;Psycholeptiques;N05A1;Antipsychotiques atypiques;N05AH04;Quetiapine
3400949002139;Femara 2,5 mg cpr (aip)(medltd) 30;Femara;L02;Therapeutique endocrine;L02B3;Inhibiteurs de l'aromatase cytostatiques;L02BG04;Letrozole
3400949002160;Ketoderm 2% creme ( aip ) 1;Ketoderm;D01;Antifongiques a usage dermatologique;D01A1;Antifongiques topiques a usage dermatologique;D01AC08;Ketoconazole
3400949002177;Triatec 5 mg cpr (aip mwi) 30;Triatec;C09;Medicaments agissant sur le systeme renine-angiotensine;C09A;Inhibiteurs de l'enzyme de conversion non associes;C09AA05;Ramipril
3400949002184;Triatec 5 mg cpr (aip mwi) 90;Triatec;C09;Medicaments agissant sur le systeme renine-angiotensine;C09A;Inhibiteurs de l'enzyme de conversion non associes;C09AA05;Ramipril
3400949002191;Sebiprox 1,5% shampooing (aip pla) 1;Sebiprox;D01;Antifongiques a usage dermatologique;D01A3;Antifongiques topiques pour le cuir chevelu;D01AE14;Ciclopirox
3400949002207;Permixon 160mg gelule (aip bbf ) 60;Permixon;G04;Medicaments urologiques;G04C9;Autres medicaments contre l'hbp;G04CX02;Serenoa repens
3400949002214;Permixon 160mg gelule (aip bbf ) 180;Permixon;G04;Medicaments urologiques;G04C9;Autres medicaments contre l'hbp;G04CX02;Serenoa repens
3400949002221;Triatec 2,5 mg cpr (aip mwi lt) 30;Triatec;C09;Medicaments agissant sur le systeme renine-angiotensine;C09A;Inhibiteurs de l'enzyme de conversion non associes;C09AA05;Ramipril
3400949002238;Triatec 2,5 mg cpr (aip mwi lt) 30;Triatec;C09;Medicaments agissant sur le systeme renine-angiotensine;C09A;Inhibiteurs de l'enzyme de conversion non associes;C09AA05;Ramipril
3400949002245;Triatec 10 mg cpr (aip mwi lt) 30;Triatec;C09;Medicaments agissant sur le systeme renine-angiotensine;C09A;Inhibiteurs de l'enzyme de conversion non associes;C09AA05;Ramipril
3400949002252;Triatec 10 mg cpr (aip mwi lt) 90;Triatec;C09;Medicaments agissant sur le systeme renine-angiotensine;C09A;Inhibiteurs de l'enzyme de conversion non associes;C09AA05;Ramipril
3400949002283;Imurel 50 mg cpr pellicule (aip mwi) 100;Imurel;L04;Immunosuppresseurs;L04A;Immunosuppresseur;L04AX01;Azathioprine
3400949002290;Gutron 2,5mg cpr (aip)(mwi) 30;Gutron;C01;Medicaments en cardiologie;C01C1;Stimulants cardiaques, medicaments dopaminergiques exclus;C01CA17;Midodrine
3400949002313;Coumadine 5mg cpr (mwi) (lt) 30;Coumadine;B01;Antithrombotiques;B01A;Antivitamines k;B01AA03;Warfarine
3400949002337;Seroplex 10 mg cpr (aip pla) 28;Seroplex;N06;Psychoanaleptiques;N06A4;Antidepresseurs inhibiteurs selectifs de la recapture de serotonine (ssri);N06AB10;Escitalopram
3400949002351;Cordarone 200 mg cpr (aip) (bbf) 30;Cordarone;C01;Medicaments en cardiologie;C01B;Antiarythmiques;C01BD01;Amiodarone
3400949002368;Temeritduo 5mg/25mg cpr (aip) mdw 30;Temeritduo;C07;Betabloquants;C07B1;Associations avec antihypertenseurs et,ou diuretiques;C07BB12;Nebivolol et thiazides
3400949002375;Temeritduo 5mg/25mg cpr (aip) mdw 90;Temeritduo;C07;Betabloquants;C07B1;Associations avec antihypertenseurs et,ou diuretiques;C07BB12;Nebivolol et thiazides
3400949002382;Temeritduo 5mg/12,5mg cpr (aip) mwi 30;Temeritduo;C07;Betabloquants;C07B1;Associations avec antihypertenseurs et,ou diuretiques;C07BB12;Nebivolol et thiazides
3400949002399;Temeritduo 5mg/12,5mg cpr (aip) mwi 90;Temeritduo;C07;Betabloquants;C07B1;Associations avec antihypertenseurs et,ou diuretiques;C07BB12;Nebivolol et thiazides
3400949002405;Chibro-proscar 5mg cpr (aip)(mwi) 28;Chibro-proscar;G04;Medicaments urologiques;G04C3;Inhibiteurs de la 5 alpha-reductase non associes, contre l'hbp;G04CB01;Finasteride
